SiO2,Al2O3,Fe2O3tot,CaO,Total,Ti,Rb,Nb,La,Ce,Sm,Yb,LaN,CeN,SmN,YbN,La/Nb,Rb/Sm,Nb/La,Nb/Yb,Nb/Rb,La/Sm,La/Yb,(La/Yb)N,Sm/Yb,(Sm/Yb)N,SiO2(LOI free),TiO2(LOI free),Al2O3(LOI free),Fe2O3(LOI free),MgO(LOI free),CaO(LOI free),Na2O(LOI free),Label,Id
52.11,13.55,10.8,5.1,92.36,4736.0,1.0,1.0,5.0,10.0,2.4,2.76,14.8,12.6,12.5,13.2,6.4,0.2,0.16,0.26,1.44,1.9,1.7,1.1,0.9,0.9,57.87,0.88,15.05,11.99,4.22,5.66,4.03,1,1875
52.0,19.11,13.68,6.75,105.49,6355.0,90.0,10.0,30.0,59.0,6.9,2.51,97.6,72.6,35.2,12.0,3.2,13.1,0.32,3.8,0.11,4.4,12.1,8.1,2.7,2.9,50.24,1.02,18.46,13.22,2.46,6.52,3.79,1,1968
60.6,16.1,4.46,4.3,94.92,4436.3,70.0,21.0,45.0,78.0,4.3,1.1,144.2,96.9,22.1,5.3,2.1,16.26,0.47,19.09,0.3,10.4,40.64,27.4,3.91,4.19,64.32,0.79,17.09,4.73,0.0,4.56,4.88,2,2014
48.11,14.08,10.01,9.84,101.39,12109.9,23.0,46.0,99.0,184.0,11.7,1.56,319.4,227.7,59.8,7.5,2.1,1.97,0.47,29.68,2.01,8.48,63.46,42.79,7.48,8.02,47.8,2.01,13.99,9.95,8.56,9.78,4.98,2,1457
52.05,16.0,8.3,5.8,93.99,5875.0,96.0,12.0,27.0,56.0,5.3,2.9,85.5,69.1,27.2,13.9,2.2,18.1,0.46,4.17,0.13,5.0,9.1,6.2,1.8,2.0,55.61,1.05,17.1,8.87,2.24,6.2,4.27,1,1897
52.49,18.16,3.64,11.91,100.97,5216.0,55.0,4.0,8.0,21.0,3.7,2.72,24.8,25.9,18.9,13.0,1.8,14.9,0.57,1.62,0.08,2.1,2.8,1.9,1.4,1.5,53.31,0.88,18.44,3.7,5.35,12.1,3.85,1,2642
46.81,15.49,10.53,10.9,100.41,8692.75,96.0,21.0,57.0,99.0,5.0,1.7,183.2,122.5,25.6,8.1,2.7,19.28,0.37,12.35,0.22,11.38,33.41,22.53,2.94,3.15,47.38,1.47,15.68,10.65,8.49,11.03,3.06,2,2652
58.28,15.36,7.47,5.35,99.08,4796.0,89.0,5.0,26.0,62.0,5.2,2.9,83.9,76.7,26.7,13.9,5.2,17.12,0.19,1.72,0.06,5.0,9.0,6.0,1.79,1.92,60.61,0.83,15.97,7.77,3.62,5.56,2.62,1,478
50.8,16.1,4.65,12.65,99.42,2338.0,13.0,0.0,1.0,2.0,0.9,0.94,3.5,2.8,4.8,4.5,2.8,13.7,0.36,0.43,0.03,1.2,1.2,0.8,1.0,1.1,52.07,0.4,16.5,4.77,9.51,12.97,3.11,1,1987
57.83,17.43,7.49,6.07,99.68,3357.0,69.0,7.0,19.0,39.0,3.8,1.8,61.3,48.6,19.5,8.6,2.8,18.16,0.36,3.78,0.1,5.0,10.6,7.1,2.11,2.26,58.78,0.57,17.72,7.61,2.75,6.17,3.41,2,798
48.95,17.85,8.49,10.24,97.66,5495.0,42.0,10.0,61.0,111.0,8.8,1.95,196.0,137.5,45.3,9.3,6.2,4.7,0.16,5.05,0.23,6.9,31.2,21.0,4.5,4.9,50.31,0.94,18.35,8.73,5.35,10.53,3.65,1,2285
56.25,22.71,4.35,1.95,98.49,3639.0,216.0,21.0,54.0,113.0,7.3,2.08,174.0,140.1,37.5,10.0,2.6,29.5,0.39,9.98,0.1,7.4,25.9,17.5,3.5,3.8,58.85,0.64,23.76,4.55,0.96,2.04,2.06,0,2431
45.2,10.84,8.96,11.01,99.1,7434.0,279.0,34.0,84.0,172.0,15.7,2.28,271.9,212.3,80.3,10.9,2.5,17.85,0.41,15.04,0.12,5.4,37.0,24.9,6.86,7.36,47.28,1.3,11.34,9.37,8.6,11.52,2.29,0,214
46.28,14.96,10.02,11.93,100.32,8213.15,88.0,30.0,82.0,151.0,9.0,2.45,264.8,187.4,46.1,11.7,2.8,9.83,0.36,12.08,0.33,9.13,33.51,22.59,3.67,3.93,47.02,1.39,15.2,10.18,8.92,12.12,3.42,2,2664
62.88,15.61,3.92,4.51,99.27,3027.0,42.0,5.0,23.0,45.0,3.2,0.69,74.8,55.1,16.4,3.3,4.6,13.1,0.22,7.25,0.12,7.3,33.6,22.7,4.6,5.0,65.4,0.53,16.23,4.08,1.59,4.69,4.91,0,2413
61.3,16.3,4.85,4.94,99.07,4017.0,138.0,15.0,37.0,72.0,4.9,1.64,119.0,88.5,25.2,7.8,2.5,28.0,0.41,9.15,0.11,7.5,22.5,15.2,3.0,3.2,63.79,0.7,16.96,5.05,1.87,5.14,3.09,0,1131
69.68,16.63,1.7,3.0,99.99,1019.15,33.0,4.0,2.0,5.0,0.6,0.09,7.6,5.8,3.3,0.4,0.6,51.56,1.6,42.22,0.12,3.7,26.33,17.75,7.11,7.62,70.39,0.17,16.8,1.72,0.55,3.03,5.62,1,1107
66.76,16.37,2.96,3.96,99.84,2458.0,58.0,4.0,19.0,34.0,2.3,0.25,60.3,42.6,11.6,1.2,4.7,25.7,0.21,16.0,0.07,8.3,74.8,50.4,9.0,9.7,67.82,0.42,16.63,3.01,1.08,4.02,4.39,0,1528
57.81,15.04,8.87,5.88,98.13,6595.0,57.0,13.0,26.0,52.0,6.0,3.4,82.6,64.7,30.8,16.3,1.9,9.48,0.52,3.94,0.24,4.3,7.5,5.1,1.76,1.89,58.91,1.12,15.33,9.04,3.72,5.99,2.86,1,113
47.9,12.28,16.46,5.97,99.32,16906.0,13.0,23.0,14.0,30.0,4.6,3.59,43.5,36.5,23.4,17.2,0.6,2.7,1.68,6.32,1.82,3.0,3.8,2.5,1.3,1.4,50.14,2.95,12.85,17.23,4.71,6.25,4.55,1,2272
64.97,16.06,2.85,0.8,96.95,2158.0,171.0,64.0,20.0,35.0,3.4,2.08,65.8,43.8,17.2,10.0,0.3,51.1,3.12,30.57,0.37,6.1,9.8,6.6,1.6,1.7,67.43,0.37,16.67,2.96,0.33,0.83,4.66,1,1557
49.34,14.58,10.11,9.06,98.96,4556.0,44.0,6.0,33.0,63.0,7.3,2.02,104.9,78.2,37.3,9.7,5.2,6.0,0.19,3.07,0.14,4.5,16.1,10.8,3.6,3.8,50.98,0.79,15.07,10.45,6.0,9.36,3.56,1,1579
44.2,13.1,12.0,8.1,98.74,10012.0,69.0,13.0,42.0,85.0,9.1,1.9,136.8,105.4,46.7,9.1,3.3,7.58,0.31,6.84,0.19,4.7,22.3,15.0,4.79,5.13,47.09,1.78,13.96,12.78,7.83,8.63,2.77,0,955
53.77,18.05,5.04,5.56,97.2,3297.0,175.0,16.0,72.0,127.0,10.1,2.75,232.4,157.2,51.8,13.2,4.4,17.3,0.23,5.95,0.09,7.1,26.2,17.7,3.7,3.9,56.34,0.58,18.91,5.28,1.53,5.83,4.55,1,1548
50.47,16.33,9.34,8.8,98.91,5455.0,70.0,10.0,28.0,55.0,5.5,2.12,91.8,67.5,28.4,10.1,2.8,12.6,0.35,4.74,0.14,5.1,13.4,9.1,2.6,2.8,51.63,0.93,16.71,9.55,6.19,9.0,2.65,1,1581
56.1,19.9,2.7,2.38,99.27,2398.0,343.0,9.0,30.0,57.0,4.6,1.91,97.1,69.9,23.7,9.1,3.2,74.1,0.31,4.87,0.03,6.5,15.8,10.6,2.4,2.6,58.03,0.41,20.58,2.79,0.73,2.46,4.09,0,2377
51.84,16.64,7.23,8.58,99.16,8153.0,37.0,35.0,76.0,150.0,10.0,1.8,245.2,185.6,51.3,8.6,2.2,3.7,0.46,19.44,0.95,7.6,42.2,28.5,5.56,5.95,52.6,1.38,16.88,7.34,4.48,8.71,4.2,2,527
49.5,15.5,8.4,8.63,98.37,10431.0,40.0,28.0,56.0,112.0,11.9,2.89,181.6,138.0,61.1,13.8,2.0,3.31,0.49,9.55,0.7,4.7,19.5,13.1,4.12,4.42,51.42,1.81,16.1,8.73,5.91,8.96,4.38,2,270
51.79,17.09,8.99,8.39,100.64,7494.0,91.0,23.0,37.0,67.0,6.2,2.55,118.0,82.9,31.8,12.2,1.6,14.6,0.62,8.84,0.25,5.9,14.3,9.7,2.4,2.6,51.97,1.25,17.15,9.02,4.84,8.42,3.18,1,1808
65.1,14.4,3.57,4.3,100.95,4017.0,155.0,15.0,31.0,61.0,6.4,3.64,98.4,75.0,32.7,17.4,2.0,24.3,0.5,4.15,0.1,4.8,8.4,5.6,1.8,1.9,67.57,0.7,14.95,3.71,0.25,4.46,2.96,1,2452
46.17,14.11,10.21,11.75,100.51,9052.45,43.0,26.0,51.0,104.0,6.8,2.08,165.5,128.2,34.7,10.0,2.0,6.33,0.51,12.55,0.61,7.59,24.66,16.63,3.25,3.48,46.31,1.51,14.15,10.24,9.84,11.78,3.55,2,2679
66.4,15.7,2.38,1.81,97.93,2038.0,96.0,19.0,34.0,56.0,2.3,0.42,109.7,69.1,11.7,2.0,1.8,41.8,0.55,44.21,0.2,14.8,80.4,54.2,5.4,5.8,68.28,0.35,16.14,2.45,1.08,1.86,4.6,1,1349
64.49,16.4,3.72,4.14,100.78,3003.0,32.0,9.0,22.0,41.0,2.8,0.63,70.6,50.9,14.4,3.0,2.6,11.4,0.39,13.49,0.27,7.8,34.8,23.4,4.4,4.8,66.41,0.52,16.89,3.83,1.55,4.26,4.23,0,2405
40.98,13.17,13.64,10.88,99.36,12470.0,12.0,94.0,94.0,182.0,11.4,1.51,303.9,225.2,58.5,7.2,1.0,1.08,0.99,61.92,7.6,8.26,62.38,42.06,7.55,8.09,41.79,2.12,13.43,13.91,9.67,11.1,4.96,2,1434
57.39,23.66,2.44,0.41,99.67,360.0,242.0,4.0,3.0,8.0,0.4,0.26,9.4,9.5,2.2,1.2,0.7,562.79,1.41,15.77,0.02,6.7,11.2,7.5,1.65,1.77,57.97,0.06,23.9,2.46,0.04,0.41,9.1,1,749
62.19,16.19,5.8,4.26,100.58,5575.0,95.0,22.0,30.0,60.0,6.5,2.95,97.5,73.9,33.3,14.1,1.4,14.57,0.71,7.32,0.23,4.7,10.2,6.9,2.2,2.36,62.79,0.94,16.34,5.86,1.99,4.3,4.48,1,869
72.35,13.61,2.42,1.85,99.17,1259.0,138.0,8.0,26.0,43.0,2.2,1.26,83.9,53.2,11.1,6.0,3.5,63.9,0.29,5.95,0.05,12.0,20.6,13.9,1.7,1.8,73.47,0.21,13.82,2.46,0.47,1.88,3.55,0,2617
48.0,12.87,7.87,9.69,98.5,10012.0,58.0,53.0,144.0,273.0,16.1,1.47,463.2,338.2,82.4,7.0,2.7,3.61,0.37,35.82,0.9,8.9,98.0,66.0,10.96,11.75,48.85,1.7,13.09,8.01,8.32,9.86,4.98,2,410
57.03,16.39,3.96,6.17,97.62,8633.0,90.0,15.0,38.0,81.0,8.7,3.83,121.9,100.5,44.6,18.3,2.5,10.3,0.4,3.97,0.17,4.3,9.9,6.7,2.3,2.4,59.96,1.51,17.23,4.16,2.73,6.49,3.72,1,2818
65.06,16.2,3.35,3.75,98.79,2398.0,56.0,4.0,21.0,40.0,3.3,0.86,66.5,49.0,16.7,4.1,5.1,17.33,0.2,4.71,0.07,6.3,24.0,16.2,3.78,4.05,66.67,0.41,16.6,3.44,1.34,3.84,5.09,0,350
47.81,14.31,10.45,8.8,99.7,13908.0,86.0,77.0,36.0,70.0,7.7,1.4,116.1,86.4,39.5,6.7,0.5,11.21,2.14,55.07,0.89,4.68,25.71,17.34,5.5,5.89,49.4,2.4,14.78,10.8,7.21,9.09,3.95,2,936
47.8,17.7,9.0,10.25,95.96,4436.0,34.0,4.0,27.0,52.0,6.0,2.24,88.4,63.7,30.6,10.7,7.4,5.7,0.14,1.65,0.11,4.6,12.2,8.2,2.7,2.9,49.99,0.77,18.51,9.41,4.27,10.72,3.42,0,2365
64.26,16.23,5.7,4.61,99.56,2698.0,53.0,7.0,34.0,60.0,3.9,1.87,109.4,74.1,20.2,8.9,5.1,13.44,0.19,3.52,0.12,8.6,18.1,12.2,2.1,2.25,64.96,0.45,16.41,5.76,1.82,4.66,3.97,0,280
67.5,15.4,2.7,0.47,99.48,2458.0,281.0,34.0,37.0,69.0,6.1,5.0,119.7,84.9,31.3,23.9,1.1,46.07,0.92,6.8,0.12,6.1,7.4,5.0,1.22,1.31,68.78,0.42,15.69,2.75,0.85,0.48,1.73,1,470
70.95,13.9,3.25,1.18,100.47,2218.15,76.0,5.0,18.0,33.0,2.5,2.2,57.7,40.7,12.8,10.5,3.6,30.4,0.28,2.27,0.07,7.16,8.14,5.49,1.14,1.22,72.27,0.38,14.16,3.31,1.22,1.2,3.87,1,994
69.36,14.25,2.39,2.41,98.32,4137.0,62.0,9.0,11.0,18.0,2.6,2.3,34.5,22.5,13.3,11.0,1.2,23.85,0.86,4.0,0.15,4.1,4.7,3.1,1.13,1.21,70.55,0.7,14.49,2.43,0.82,2.45,5.04,1,106
60.89,12.64,4.23,5.05,99.25,3897.0,187.0,15.0,30.0,65.0,5.3,2.7,96.8,80.4,27.2,12.9,2.0,35.28,0.5,5.56,0.08,5.7,11.1,7.5,1.96,2.1,64.78,0.69,13.45,4.5,1.49,5.37,0.65,1,482
48.34,14.13,9.21,9.33,99.31,6175.0,83.0,27.0,58.0,117.0,10.8,3.05,187.7,144.6,55.3,14.6,2.2,7.67,0.46,8.82,0.32,5.4,19.1,12.9,3.54,3.79,50.14,1.07,14.66,9.55,6.2,9.68,4.24,0,223
46.05,15.36,10.28,11.52,100.36,8692.75,28.0,25.0,58.0,112.0,8.0,2.5,185.8,138.7,41.1,12.0,2.3,3.54,0.43,9.96,0.88,7.18,23.04,15.53,3.21,3.44,46.96,1.48,15.66,10.49,8.39,11.75,3.03,2,2654
57.69,15.16,9.53,5.08,100.87,959.0,4.0,0.0,2.0,6.0,0.4,1.9,7.4,7.2,2.2,9.1,5.8,9.77,0.17,0.21,0.1,5.3,1.2,0.8,0.23,0.24,59.47,0.16,15.63,9.82,5.63,5.24,3.22,1,665
57.79,15.21,6.75,6.94,100.25,4556.2,84.0,21.0,59.0,102.0,5.8,2.03,189.0,126.4,29.6,9.7,2.8,14.58,0.36,10.44,0.25,10.16,28.87,19.46,2.84,3.05,57.93,0.76,15.25,6.77,5.54,6.96,3.81,2,2650
49.9,18.0,7.23,12.0,99.9,6475.0,46.0,5.0,7.0,15.0,3.0,2.18,21.3,18.6,15.3,10.4,1.3,15.38,0.77,2.34,0.11,2.2,3.0,2.0,1.37,1.47,50.55,1.09,18.23,7.32,6.19,12.16,3.35,1,256
59.9,16.69,5.16,5.97,99.91,3657.0,48.0,7.0,22.0,41.0,3.5,0.98,70.0,50.8,17.8,4.7,3.3,13.73,0.31,6.78,0.14,6.3,22.1,14.9,3.54,3.8,60.64,0.62,16.89,5.22,3.38,6.04,4.51,0,354
62.7,16.54,3.68,3.66,99.61,3537.0,121.0,14.0,36.0,71.0,5.7,1.68,115.2,87.5,29.2,8.0,2.6,21.2,0.39,8.33,0.12,6.3,21.3,14.3,3.4,3.6,66.43,0.63,17.52,3.9,1.58,3.88,3.09,2,1222
53.6,12.3,9.35,9.94,100.07,3957.0,25.0,9.0,23.0,54.0,6.6,3.17,74.8,66.8,34.1,15.2,2.6,3.7,0.38,2.79,0.36,3.5,7.3,4.9,2.1,2.2,54.22,0.67,12.44,9.46,9.16,10.05,2.72,1,1337
58.33,15.78,6.01,5.82,99.8,2638.0,86.0,3.0,14.0,20.0,2.7,1.08,46.1,25.1,13.7,5.2,4.8,32.3,0.21,2.78,0.03,5.4,13.2,8.9,2.5,2.6,59.64,0.45,16.13,6.15,4.19,5.95,3.56,1,2330
56.08,15.57,6.33,5.61,100.0,4137.0,101.0,9.0,34.0,66.0,6.2,1.49,109.4,81.6,31.6,7.1,3.9,16.4,0.26,5.91,0.09,5.5,22.8,15.3,4.13,4.43,56.8,0.7,15.77,6.41,4.36,5.68,4.96,1,895
62.1,17.25,5.48,1.62,99.21,2698.0,62.0,6.0,9.0,21.0,2.7,1.55,28.7,25.4,13.8,7.4,1.5,22.78,0.66,3.81,0.1,3.3,5.7,3.9,1.74,1.87,62.76,0.45,17.43,5.54,0.3,1.64,6.29,1,752
45.55,13.44,16.15,10.23,99.69,22901.0,1.0,32.0,23.0,47.0,5.5,2.38,74.5,58.7,28.4,11.4,0.7,0.2,1.37,13.32,28.82,4.18,9.71,6.54,2.32,2.49,46.58,3.91,13.74,16.51,5.54,10.46,2.55,2,1449
51.38,18.78,8.89,8.65,102.17,3597.0,77.0,2.0,6.0,16.0,2.5,1.6,20.9,19.9,12.8,7.7,3.1,30.9,0.33,1.32,0.03,2.6,4.0,2.7,1.6,1.7,51.97,0.61,18.99,8.99,6.28,8.75,3.29,0,2174
53.9,14.6,2.66,7.07,89.56,4137.0,74.0,18.0,22.0,52.0,7.0,3.71,70.6,64.4,36.1,17.8,1.2,10.6,0.83,4.88,0.24,3.1,5.9,4.0,1.9,2.0,60.18,0.77,16.3,2.97,5.37,7.89,4.2,1,1178
61.89,15.98,5.17,6.55,99.49,4676.0,95.0,15.0,31.0,68.0,8.2,4.0,99.0,84.7,42.1,19.1,2.1,11.57,0.48,3.68,0.15,3.7,7.7,5.2,2.05,2.2,62.21,0.78,16.06,5.2,2.28,6.58,3.4,1,101
64.67,17.56,3.6,4.39,99.72,3057.0,118.0,14.0,26.0,50.0,4.7,1.7,82.9,61.9,24.1,8.1,1.8,25.1,0.54,8.24,0.12,5.5,15.1,10.2,2.8,3.0,64.96,0.51,17.64,3.62,1.05,4.41,3.61,1,2522
47.2,13.5,9.83,12.16,99.78,5336.0,52.0,9.0,41.0,77.0,7.2,1.85,131.9,94.7,37.1,8.9,4.4,7.2,0.23,4.97,0.18,5.7,22.1,14.9,3.9,4.2,48.06,0.91,13.74,10.01,11.33,12.38,2.05,1,1562
51.46,19.0,8.69,7.58,99.49,5096.0,1.0,2.0,6.0,13.0,2.6,1.81,18.5,16.6,13.4,8.7,3.1,0.46,0.32,1.01,1.51,2.2,3.2,2.1,1.44,1.55,53.86,0.89,19.89,9.1,4.19,7.93,3.63,1,374
69.73,15.82,2.29,1.94,99.73,1319.0,143.0,10.0,21.0,41.0,4.1,2.08,67.4,50.5,21.2,10.0,2.1,34.5,0.47,4.76,0.07,5.0,10.0,6.8,2.0,2.1,70.28,0.22,15.95,2.31,0.47,1.96,4.34,1,1595
50.27,15.74,7.57,7.68,100.28,8273.0,51.0,59.0,148.0,271.0,11.8,1.29,477.7,335.6,60.3,6.2,2.5,4.32,0.4,45.74,1.16,12.6,114.8,77.4,9.11,9.76,50.69,1.39,15.87,7.63,6.72,7.74,4.57,2,8
61.5,16.5,5.61,1.79,99.52,4436.0,54.0,16.0,37.0,87.0,4.5,1.68,118.7,107.7,23.3,8.0,2.3,11.94,0.43,9.35,0.29,8.1,21.9,14.8,2.7,2.9,63.86,0.77,17.13,5.83,2.96,1.86,5.35,0,55
56.13,17.82,8.5,7.53,100.16,5995.0,28.0,6.0,12.0,26.0,3.9,2.96,37.1,31.9,20.0,14.2,2.1,7.2,0.48,1.88,0.2,2.9,3.9,2.6,1.3,1.4,56.66,1.01,17.99,8.58,2.77,7.6,3.51,1,2426
65.5,15.3,5.93,5.09,99.91,4256.0,11.0,6.0,18.0,36.0,4.7,3.9,58.7,43.9,24.1,18.7,3.2,2.3,0.31,1.46,0.52,3.9,4.7,3.1,1.2,1.3,65.56,0.71,15.31,5.94,1.78,5.09,4.23,1,2891
59.4,16.25,5.65,3.63,99.0,3237.0,82.0,5.0,27.0,49.0,2.9,0.81,85.5,61.1,14.9,3.9,4.9,28.2,0.2,6.67,0.07,9.1,32.7,22.1,3.6,3.9,63.04,0.57,17.25,6.0,2.48,3.85,3.39,0,2870
71.78,14.3,2.56,0.99,100.09,2038.0,130.0,20.0,42.0,77.0,4.5,3.1,134.2,94.8,23.1,14.8,2.1,28.89,0.48,6.45,0.15,9.2,13.4,9.0,1.45,1.56,72.09,0.34,14.36,2.57,0.29,0.99,4.22,1,450
65.99,14.82,5.73,4.57,100.19,4676.0,15.0,9.0,5.0,10.0,1.3,1.67,16.9,12.7,6.7,8.0,0.6,11.2,1.75,5.47,0.62,4.0,3.1,2.1,0.8,0.8,66.64,0.79,14.97,5.79,1.07,4.62,4.75,1,2415
71.64,13.99,2.71,2.33,99.84,1739.0,216.0,8.0,18.0,37.0,3.8,2.61,58.4,46.2,19.7,12.5,2.4,56.3,0.42,2.91,0.04,4.7,6.9,4.7,1.5,1.6,72.41,0.29,14.14,2.74,0.93,2.35,2.81,0,1525
53.35,19.28,9.54,5.87,100.38,4197.0,50.0,2.0,5.0,15.0,2.5,1.73,17.0,18.0,12.9,8.3,2.2,19.9,0.45,1.36,0.05,2.1,3.0,2.1,1.5,1.6,53.79,0.71,19.44,9.62,4.47,5.92,3.11,0,2628
64.01,16.31,4.55,4.27,99.52,3477.0,134.0,39.0,62.0,124.0,6.9,2.22,199.7,153.5,35.4,10.6,1.6,19.4,0.62,17.39,0.29,9.0,27.9,18.8,3.1,3.3,64.64,0.59,16.47,4.6,1.19,4.31,3.31,0,1641
41.9,12.67,9.68,13.8,99.03,10012.0,24.0,51.0,145.0,262.0,15.2,1.9,467.4,324.1,77.9,9.1,2.8,1.6,0.35,26.79,2.09,9.5,76.3,51.4,8.0,8.57,43.33,1.73,13.1,10.01,11.46,14.27,3.74,1,226
44.42,10.64,7.69,12.19,99.32,7374.0,181.0,25.0,141.0,278.0,21.1,1.44,454.8,344.1,108.2,6.9,5.7,8.58,0.18,17.29,0.14,6.68,97.92,66.01,14.65,15.7,45.32,1.25,10.86,7.85,13.39,12.44,2.18,2,872
59.12,16.57,6.8,6.98,98.36,4137.0,49.0,4.0,11.0,27.0,4.2,2.4,36.8,33.8,21.5,11.5,3.0,11.5,0.33,1.58,0.08,2.7,4.8,3.2,1.8,1.9,60.11,0.7,16.85,6.91,3.07,7.1,3.63,0,2157
59.09,18.55,5.61,6.59,102.38,4196.5,150.0,11.0,24.0,46.0,4.2,2.2,78.4,56.4,21.6,10.5,2.2,35.53,0.47,5.14,0.08,5.77,11.05,7.45,1.91,2.05,58.8,0.7,18.46,5.58,1.77,6.56,3.22,1,1095
58.0,16.0,8.5,6.9,100.0,4077.0,122.0,12.0,29.0,58.0,5.6,1.44,94.8,71.8,28.5,6.9,2.4,21.9,0.41,8.47,0.1,5.3,20.4,13.8,3.9,4.1,58.25,0.68,16.07,8.54,2.75,6.93,2.61,1,2490
64.42,17.82,2.71,5.63,100.45,4197.0,24.0,8.0,6.0,14.0,2.3,2.0,20.3,16.7,11.8,9.6,0.8,10.4,1.27,4.0,0.33,2.7,3.2,2.1,1.2,1.2,65.55,0.71,18.13,2.76,2.15,5.73,3.8,0,2715
62.11,14.96,3.43,3.6,99.72,2638.0,55.0,6.0,23.0,42.0,3.1,0.6,74.2,51.7,15.9,2.9,3.8,17.7,0.26,10.0,0.11,7.4,38.3,25.8,5.2,5.5,66.17,0.47,15.94,3.65,1.46,3.84,5.24,0,1402
62.58,15.56,5.76,3.03,99.74,4856.0,1.0,3.0,4.0,9.0,1.9,2.02,14.5,10.5,9.6,9.7,1.7,0.4,0.59,1.32,3.22,2.4,2.2,1.5,0.9,1.0,63.78,0.83,15.86,5.87,3.27,3.09,6.83,1,1872
56.98,17.07,5.8,7.02,100.59,8633.0,21.0,17.0,37.0,80.0,6.4,1.0,119.0,99.1,33.0,4.8,2.1,3.27,0.47,17.2,0.82,5.7,36.9,24.9,6.43,6.89,57.42,1.45,17.2,5.85,3.31,7.07,5.44,2,824
65.95,14.91,4.0,5.02,99.12,3237.0,8.0,4.0,5.0,10.0,1.6,1.5,15.5,12.1,8.2,7.2,1.1,5.0,0.89,2.85,0.53,3.0,3.2,2.2,1.1,1.1,66.83,0.55,15.11,4.05,1.7,5.09,3.88,1,2590
71.43,14.31,1.45,2.16,100.4,1258.95,128.0,4.0,19.0,31.0,2.1,0.37,62.3,38.7,11.0,1.8,4.7,59.81,0.21,11.03,0.03,9.02,52.16,35.17,5.78,6.2,73.11,0.21,14.65,1.48,0.42,2.21,4.02,2,2112
57.1,15.89,6.5,6.61,99.06,2938.0,71.0,10.0,24.0,31.0,7.1,2.32,78.4,38.6,36.6,11.1,2.5,9.9,0.4,4.18,0.14,3.4,10.5,7.1,3.1,3.3,58.55,0.5,16.29,6.67,4.03,6.78,3.81,1,2990
61.32,16.41,4.9,3.84,100.08,5635.3,131.0,65.0,92.0,123.0,7.0,1.04,295.5,152.7,35.7,5.0,1.4,18.88,0.71,62.31,0.49,13.16,88.08,59.38,6.69,7.17,61.55,0.94,16.47,4.92,2.47,3.85,4.88,2,1852
57.54,16.49,8.57,6.61,99.32,7194.0,57.0,10.0,24.0,50.0,5.5,3.68,76.1,61.5,28.0,17.6,2.4,10.5,0.42,2.72,0.17,4.3,6.4,4.3,1.5,1.6,57.93,1.21,16.6,8.63,2.98,6.66,3.77,0,2828
50.96,14.11,9.12,9.01,99.56,10707.0,41.0,33.0,100.0,321.0,12.6,1.73,322.6,397.3,64.6,8.3,3.0,3.26,0.33,19.08,0.8,7.9,57.8,39.0,7.28,7.8,51.33,1.8,14.21,9.19,5.29,9.08,5.42,2,393
64.8,16.25,3.7,4.5,99.37,2638.0,28.0,4.0,23.0,43.0,3.2,0.6,72.9,53.3,16.3,2.9,5.5,9.0,0.18,6.83,0.14,7.1,37.7,25.4,5.3,5.7,66.27,0.45,16.62,3.78,1.27,4.6,5.28,2,1261
59.78,14.87,6.2,2.84,99.48,4856.0,268.0,101.0,84.0,163.0,11.8,2.35,270.3,202.2,60.5,11.2,0.8,22.71,1.2,42.85,0.38,7.1,35.7,24.0,5.02,5.38,60.21,0.82,14.98,6.24,1.56,2.86,3.54,0,199
67.64,15.37,4.14,3.51,101.52,3897.0,47.0,8.0,20.0,43.0,5.6,4.25,65.1,52.7,28.8,20.3,2.5,8.4,0.4,1.88,0.17,3.6,4.8,3.2,1.3,1.4,67.64,0.65,15.37,4.14,1.33,3.51,4.76,0,2169
52.94,16.79,9.63,9.42,102.86,4316.4,52.0,6.0,16.0,31.0,3.4,1.69,51.6,37.7,17.2,8.1,2.5,15.54,0.39,3.73,0.12,4.76,9.47,6.38,1.99,2.13,52.49,0.71,16.65,9.55,5.91,9.34,2.68,1,1093
60.64,15.94,7.37,5.17,100.06,4496.0,48.0,4.0,11.0,25.0,3.7,2.81,36.4,31.4,19.1,13.4,2.7,13.0,0.37,1.48,0.09,3.0,4.0,2.7,1.3,1.4,61.65,0.76,16.2,7.49,2.72,5.26,3.38,1,2636
50.9,15.2,11.46,5.56,100.81,5156.0,41.0,3.0,9.0,19.0,2.9,1.78,29.4,23.4,14.8,8.5,2.9,14.3,0.34,1.75,0.08,3.2,5.1,3.5,1.6,1.7,51.99,0.88,15.52,11.7,5.95,5.68,4.4,1,2458
40.78,12.93,14.17,9.94,99.36,14208.0,19.0,97.0,87.0,177.0,11.3,1.37,281.6,219.4,58.2,6.6,0.9,1.67,1.11,70.44,5.11,7.7,63.72,42.96,8.28,8.87,41.89,2.43,13.28,14.55,9.0,10.21,4.92,2,1428
65.0,15.05,1.79,2.84,94.12,2578.0,146.0,15.0,57.0,100.0,5.9,2.26,185.2,123.8,30.1,10.8,4.0,24.87,0.25,6.42,0.1,9.8,25.4,17.1,2.6,2.78,69.06,0.46,15.99,1.9,1.78,3.02,3.36,1,679
48.5,17.5,8.88,8.09,101.28,9712.0,26.0,44.0,27.0,50.0,4.7,2.18,86.5,61.4,23.9,10.4,0.6,5.59,1.64,20.14,1.68,5.7,12.3,8.3,2.14,2.3,49.7,1.66,17.93,9.1,7.02,8.29,3.95,1,860
